id	lead1_worker1	full_worker1	lead1_worker2	full_worker2	lead1_worker3	full_worker3	lead1_result	full_result
LTW_ENG_20060621.0158	1	1	1	1	1	1	1	1
XIN_ENG_20051125.0290	2	2	2	2	2	2	2	2
APW_ENG_20050618.0365	2	1	2	1	1	1	2	1
XIN_ENG_20010625.0160	1	1	1	1	1	1	1	1
AFP_ENG_20070131.0397	3	3	3	3	3	3	3	3
AFP_ENG_20070111.0588	1	1	1	1	1	1	1	1
NYT_ENG_20050526.0268	2	3	2	3	2	3	2	3
APW_ENG_20070816.0493	2	1	2	1	2	1	2	1
CNA_ENG_20011217.0007	1	1	1	1	1	1	1	1
AFP_ENG_20081119.0329	1	1	1	1	1	1	1	1
AFP_ENG_19960401.0026	1	1	1	1	1	1	1	1
LTW_ENG_20060526.0061	3	3	3	3	3	3	3	3
AFP_ENG_20070423.0279	1	1	1	1	1	1	1	1
AFP_ENG_19951102.0293	2	2	2	2	2	2	2	2
LTW_ENG_20060804.0116	2	1	2	1	2	1	2	1
APW_ENG_20070801.0211	2	1	1	1	1	1	1	1
AFP_ENG_20081127.0691	2	1	1	1	1	1	1	1
LTW_ENG_20060809.0101	2	1	2	1	2	1	2	1
AFP_ENG_19951111.0149	1	1	1	1	1	1	1	1
APW_ENG_19960520.0532	2	2	2	2	2	2	2	2
APW_ENG_19970705.0117	1	1	1	1	1	1	1	1
CNA_ENG_20090429.0032	2	1	2	1	2	1	2	1
XIN_ENG_20041119.0054	1	1	1	1	1	1	1	1
APW_ENG_20030510.0313	1	1	1	1	1	1	1	1
NYT_ENG_20060121.0078	2	1	2	2	2	1	2	1
APW_ENG_19960526.0165	1	1	1	1	1	1	1	1
LTW_ENG_20060502.0118	1	1	1	1	1	1	1	1
AFP_ENG_20060605.0269	1	1	1	1	1	1	1	1
APW_ENG_19980814.0712	3	3	2	2	2	2	2	2
LTW_ENG_20060502.0122	1	1	1	1	1	1	1	1
APW_ENG_19970722.0358	1	1	1	1	2	1	1	1
APW_ENG_20070820.1128	2	1	2	1	2	1	2	1
CNA_ENG_20100723.0045	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0032	1	1	1	1	1	1	1	1
AFP_ENG_19951106.0415	1	1	1	1	1	1	1	1
APW_ENG_19970705.0203	1	1	1	1	1	1	1	1
AFP_ENG_20060609.0391	2	1	2	1	2	1	2	1
APW_ENG_20070822.0160	2	1	2	1	2	1	2	1
LTW_ENG_20060804.0149	1	1	1	1	1	1	1	1
CNA_ENG_20101221.0038	2	1	2	1	2	1	2	1
XIN_ENG_20071127.0130	2	3	2	3	2	3	2	3
AFP_ENG_20060629.0710	2	2	2	2	2	2	2	2
APW_ENG_20030504.0016	2	2	2	2	2	2	2	2
APW_ENG_19960519.0204	3	3	2	2	2	2	2	2
APW_ENG_19970705.0235	2	2	2	2	2	2	2	2
NYT_ENG_20100401.0141	2	1	2	1	2	1	2	1
XIN_ENG_19970417.0095	2	1	2	1	1	1	2	1
APW_ENG_20050624.0934	1	1	1	1	1	1	1	1
LTW_ENG_20060506.0129	2	1	2	1	2	2	2	1
XIN_ENG_20010611.0022	1	1	1	1	1	1	1	1
AFP_ENG_20060630.0231	3	3	3	3	3	3	3	3
XIN_ENG_20010628.0215	2	1	2	1	1	1	2	1
NYT_ENG_20060130.0071	2	1	2	1	2	1	2	1
APW_ENG_20050624.0145	1	1	1	1	1	1	1	1
AFP_ENG_20081101.0348	1	1	1	1	1	1	1	1
AFP_ENG_19951105.0142	2	2	2	2	2	2	2	2
APW_ENG_19970714.0075	1	1	1	1	1	1	1	1
LTW_ENG_20060513.0137	3	1	3	1	3	1	3	1
NYT_ENG_20060117.0341	2	1	2	1	2	1	2	1
APW_ENG_20050614.0780	1	1	1	1	1	1	1	1
XIN_ENG_20071115.0227	1	1	1	1	1	1	1	1
APW_ENG_19960519.0403	2	2	2	2	2	2	2	2
CNA_ENG_20011211.0006	1	1	1	1	1	1	1	1
XIN_ENG_19970426.0089	1	1	1	1	1	1	1	1
AFP_ENG_19960409.0246	1	1	1	1	1	1	1	1
LTW_ENG_20060531.0104	2	2	2	2	2	2	2	2
XIN_ENG_19970410.0074	1	1	1	1	1	1	1	1
AFP_ENG_19960403.0119	1	1	1	1	1	1	1	1
LTW_ENG_20060804.0104	2	1	2	1	2	1	2	1
XIN_ENG_20041110.0250	1	1	1	1	1	1	1	1
XIN_ENG_19980211.0324	1	1	1	1	1	1	1	1
APW_ENG_20050621.0398	2	1	2	1	2	1	2	1
AFP_ENG_20070425.0161	2	1	2	1	2	1	2	1
AFP_ENG_19951103.0205	1	1	1	1	1	1	1	1
LTW_ENG_20060503.0039	2	2	2	2	2	2	2	2
AFP_ENG_20060607.0298	1	1	1	1	1	1	1	1
APW_ENG_20070821.0729	1	1	1	1	1	1	1	1
LTW_ENG_20060505.0037	2	3	3	3	1	3	0	3
NYT_ENG_20100517.0034	1	1	1	1	1	1	1	1
APW_ENG_19960529.0061	2	2	2	2	2	2	2	2
LTW_ENG_20060811.0162	2	1	1	1	1	1	1	1
XIN_ENG_20010603.0113	2	2	1	1	1	1	1	1
AFP_ENG_19951102.0320	1	1	2	1	2	1	2	1
CNA_ENG_20091006.0045	1	1	1	1	1	1	1	1
APW_ENG_19960525.0234	1	1	1	1	1	1	1	1
APW_ENG_20090804.1337	1	1	1	1	1	1	1	1
APW_ENG_19970705.0090	2	2	2	2	2	2	2	2
NYT_ENG_19991026.0016	1	1	1	1	1	1	1	1
AFP_ENG_19970317.0685	1	1	1	1	1	1	1	1
AFP_ENG_20070428.0348	1	1	1	1	2	1	1	1
LTW_ENG_20031219.0119	3	1	3	1	3	1	3	1
XIN_ENG_20041120.0121	1	1	1	1	1	1	1	1
AFP_ENG_20070112.0425	3	3	3	3	3	3	3	3
AFP_ENG_19970326.0731	1	1	1	1	1	1	1	1
XIN_ENG_20051127.0107	1	1	1	1	1	1	1	1
APW_ENG_20050620.0150	2	1	2	1	2	1	2	1
XIN_ENG_19980224.0292	2	2	2	2	2	2	2	2
AFP_ENG_19960405.0408	1	1	1	1	1	1	1	1
LTW_ENG_20060503.0073	3	3	3	3	3	3	3	3
XIN_ENG_20051116.0160	1	1	1	1	1	1	1	1
APW_ENG_19960516.0799	2	2	2	2	2	2	2	2
LTW_ENG_20060808.0073	2	1	2	1	2	2	2	1
APW_ENG_19960816.0383	1	1	1	1	1	1	1	1
AFP_ENG_20081103.0466	2	1	2	1	2	1	2	1
LTW_ENG_20060510.0049	2	1	2	1	2	1	2	1
LTW_ENG_20060510.0127	1	1	1	1	1	1	1	1
XIN_ENG_20010621.0008	3	2	3	2	3	2	3	2
AFP_ENG_20060625.0179	1	1	1	1	1	1	1	1
XIN_ENG_19970430.0193	2	2	2	2	2	2	2	2
AFP_ENG_19960405.0123	1	1	1	1	1	1	1	1
LTW_ENG_20060503.0087	2	1	1	1	2	1	2	1
CNA_ENG_20090408.0042	1	1	1	1	1	1	1	1
XIN_ENG_20010626.0010	2	2	2	2	1	1	2	2
AFP_ENG_19951123.0149	2	2	2	2	2	2	2	2
NYT_ENG_20050503.0270	2	1	2	1	2	1	2	1
AFP_ENG_20081103.0548	1	1	1	1	1	1	1	1
LTW_ENG_20060524.0140	2	1	2	1	2	1	2	1
AFP_ENG_20081101.0189	2	1	1	1	2	1	2	1
AFP_ENG_19951104.0288	1	1	1	1	1	1	1	1
LTW_ENG_20060801.0075	2	2	2	2	2	1	2	2
AFP_ENG_20060607.0148	3	3	1	1	2	1	0	1
APW_ENG_20070820.0966	1	1	1	1	1	1	1	1
APW_ENG_19970705.0451	2	2	2	2	2	2	2	2
XIN_ENG_20041118.0030	1	3	1	3	1	3	1	3
XIN_ENG_20051122.0052	1	1	1	1	1	1	1	1
APW_ENG_20050620.0275	2	2	2	2	2	2	2	2
APW_ENG_19980814.1113	1	1	1	1	1	1	1	1
XIN_ENG_20051127.0223	1	1	1	1	1	1	1	1
APW_ENG_20050619.0249	2	1	1	1	1	1	1	1
XIN_ENG_20071104.0055	1	1	1	1	1	1	1	1
APW_ENG_19960522.1184	2	2	2	2	2	2	2	2
LTW_ENG_20060523.0010	3	3	3	3	3	3	3	3
AFP_ENG_19960410.0288	1	3	1	3	1	3	1	3
APW_ENG_19960530.0046	1	1	1	1	1	1	1	1
LTW_ENG_20060527.0015	2	3	2	3	2	3	2	3
NYT_ENG_19961213.0497	2	3	2	3	2	3	2	3
APW_ENG_19960525.0669	2	2	2	2	2	2	2	2
LTW_ENG_20060808.0130	1	1	1	1	1	1	1	1
APW_ENG_19980815.0411	2	2	2	2	2	2	2	2
XIN_ENG_19980212.0190	2	2	2	2	2	2	2	2
APW_ENG_20050620.1079	2	1	2	1	1	1	2	1
LTW_ENG_20060512.0052	2	3	2	3	2	3	2	3
XIN_ENG_20010611.0126	1	1	1	1	1	1	1	1
AFP_ENG_20060625.0489	1	1	1	1	1	1	1	1
APW_ENG_20030521.0412	2	1	1	1	2	1	2	1
APW_ENG_20070823.0111	1	1	1	1	1	1	1	1
LTW_ENG_20060520.0045	2	1	2	1	2	1	2	1
AFP_ENG_19951117.0249	1	1	1	1	1	1	1	1
APW_ENG_19960527.0673	2	2	2	2	2	2	2	2
APW_ENG_19970705.0532	2	2	2	2	2	2	2	2
AFP_ENG_19960411.0268	2	2	2	2	1	1	2	2
APW_ENG_20030501.0269	1	3	1	3	1	3	1	3
LTW_ENG_20060801.0115	2	1	2	1	2	1	2	1
CNA_ENG_20101219.0019	1	3	1	3	1	3	1	3
XIN_ENG_20010624.0115	2	2	2	2	2	2	2	2
AFP_ENG_19970302.0211	1	1	1	1	1	1	1	1
APW_ENG_19960531.0944	3	2	3	2	3	2	3	2
APW_ENG_19960518.0801	2	2	2	2	2	2	2	2
LTW_ENG_20060520.0074	2	2	2	2	2	2	2	2
AFP_ENG_20070416.0406	1	1	1	1	1	1	1	1
APW_ENG_20070824.0278	2	2	2	2	2	1	2	2
APW_ENG_19970705.0369	2	2	2	2	2	2	2	2
NYT_ENG_19980910.0425	2	1	2	1	2	1	2	1
AFP_ENG_19960424.0294	2	1	2	1	1	1	2	1
AFP_ENG_20060616.0256	3	3	3	3	3	3	3	3
APW_ENG_19970703.0941	2	2	2	2	2	2	2	2
XIN_ENG_20090219.0264	2	1	1	1	1	1	1	1
AFP_ENG_19951123.0164	1	1	1	1	1	1	1	1
APW_ENG_19980821.1097	2	2	2	2	2	2	2	2
AFP_ENG_19951104.0230	1	1	1	1	1	1	1	1
LTW_ENG_20060518.0133	2	3	1	3	1	3	1	3
XIN_ENG_20010618.0143	2	2	2	2	2	2	2	2
XIN_ENG_19980212.0241	2	2	2	2	2	1	2	2
APW_ENG_20050604.0642	1	1	1	1	1	1	1	1
APW_ENG_19970703.1113	2	2	2	2	2	2	2	2
XIN_ENG_20090210.0259	2	2	2	2	2	2	2	2
AFP_ENG_19951123.0215	2	1	2	1	2	1	2	1
NYT_ENG_20100427.0074	3	3	3	3	3	3	3	3
XIN_ENG_19970401.0257	2	2	2	2	2	2	2	2
APW_ENG_20050615.0091	1	1	1	1	1	1	1	1
AFP_ENG_19970304.0489	1	1	3	3	1	1	1	1
AFP_ENG_20070117.0225	1	1	1	1	1	1	1	1
AFP_ENG_19960424.0313	1	1	1	1	1	1	1	1
NYT_ENG_20080818.0144	2	1	2	1	2	1	2	1
AFP_ENG_20081109.0448	3	3	3	3	3	3	3	3
APW_ENG_20050625.0120	1	1	1	1	1	1	1	1
NYT_ENG_20080829.0211	2	2	1	1	2	2	2	2
APW_ENG_20041203.0361	2	1	2	1	2	1	2	1
AFP_ENG_20070429.0383	2	2	2	2	2	2	2	2
AFP_ENG_19970324.0010	1	1	1	1	1	1	1	1
AFP_ENG_20081106.0395	1	1	1	1	1	1	1	1
CNA_ENG_20010302.0012	1	1	1	1	1	1	1	1
AFP_ENG_19960418.0585	2	2	2	2	2	2	2	2
APW_ENG_19960529.1349	2	2	2	2	2	2	2	2
LTW_ENG_20060806.0016	2	1	2	1	2	2	2	1
AFP_ENG_19960417.0628	1	1	1	1	1	1	1	1
APW_ENG_20090809.0390	2	1	2	1	2	1	2	1
APW_ENG_19970710.0779	2	2	2	2	2	2	2	2
NYT_ENG_20080827.0233	2	1	2	1	2	1	2	1
APW_ENG_20041223.0304	1	3	1	3	1	3	1	3
APW_ENG_20030511.0122	1	1	1	1	1	1	1	1
XIN_ENG_20041112.0112	1	1	1	1	1	1	1	1
AFP_ENG_20081106.0445	1	1	1	1	1	1	1	1
CNA_ENG_20010322.0006	2	2	2	2	2	2	2	2
XIN_ENG_20010624.0036	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0103	2	3	2	3	2	3	2	3
AFP_ENG_20070105.0450	1	3	1	3	1	3	1	3
AFP_ENG_20060611.0325	2	2	2	2	2	2	2	2
APW_ENG_20070824.0659	1	1	1	1	1	1	1	1
APW_ENG_19970711.0061	2	2	2	2	2	2	2	2
XIN_ENG_20010628.0187	1	1	1	1	1	1	1	1
AFP_ENG_19970309.0246	1	1	1	1	1	1	1	1
AFP_ENG_19951101.0206	1	1	1	1	1	1	1	1
XIN_ENG_20010628.0139	2	2	2	2	2	2	2	2
XIN_ENG_19970415.0193	1	1	1	1	1	1	1	1
APW_ENG_20030514.0541	2	2	2	2	2	2	2	2
AFP_ENG_19970310.0059	1	1	1	1	1	1	1	1
AFP_ENG_20070409.0188	2	2	2	2	2	2	2	2
AFP_ENG_20070421.0204	1	1	1	1	1	1	1	1
NYT_ENG_20080829.0062	3	2	3	2	3	2	3	2
APW_ENG_20090806.0394	1	1	1	1	1	1	1	1
APW_ENG_20030514.0304	2	2	2	2	2	2	2	2
APW_ENG_19970704.0669	2	2	2	2	2	2	2	2
XIN_ENG_20090220.0402	3	2	3	2	3	2	3	2
AFP_ENG_19951129.0273	2	1	2	1	2	1	2	1
APW_ENG_20070802.0788	2	1	2	2	1	1	2	1
APW_ENG_20090805.0523	1	1	1	1	2	1	1	1
APW_ENG_20050621.0724	1	1	1	1	1	1	1	1
NYT_ENG_20100523.0064	2	1	2	1	2	1	2	1
AFP_ENG_20081114.0572	1	1	1	1	1	1	1	1
APW_ENG_20050612.0460	2	1	2	1	1	1	2	1
AFP_ENG_19970305.0243	1	1	1	1	1	1	1	1
AFP_ENG_20070117.0342	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0314	1	1	1	1	1	1	1	1
APW_ENG_19980817.0666	3	3	3	3	2	3	3	3
AFP_ENG_20081110.0394	1	1	1	1	1	1	1	1
APW_ENG_20050619.0670	2	1	2	1	2	1	2	1
NYT_ENG_20100414.0100	2	1	1	1	2	1	2	1
NYT_ENG_20100421.0031	1	1	1	1	1	1	1	1
APW_ENG_20030529.0210	2	1	2	1	2	1	2	1
APW_ENG_19970726.0256	2	2	2	2	2	2	2	2
XIN_ENG_20010619.0047	1	1	1	1	1	1	1	1
AFP_ENG_20060629.0370	3	3	3	3	3	3	3	3
AFP_ENG_20060630.0477	3	3	3	3	3	3	3	3
XIN_ENG_19980221.0091	1	1	1	1	1	1	1	1
APW_ENG_20030531.0017	1	1	1	1	1	1	1	1
LTW_ENG_20060502.0061	3	3	3	3	3	3	3	3
XIN_ENG_20010619.0061	1	1	1	1	1	1	1	1
AFP_ENG_19970303.0159	1	1	1	1	1	1	1	1
AFP_ENG_19951122.0448	2	3	2	3	2	3	2	3
APW_ENG_20090812.0218	1	1	1	1	1	1	1	1
APW_ENG_19970705.0593	2	2	2	2	2	2	2	2
APW_ENG_20070802.1586	1	1	1	1	1	1	1	1
AFP_ENG_20070122.0667	2	2	2	2	2	2	2	2
APW_ENG_20030529.0178	2	2	1	1	1	1	1	1
APW_ENG_19980810.0007	3	3	2	2	2	2	2	2
AFP_ENG_19951103.0172	1	1	1	1	1	1	1	1
APW_ENG_19970711.0216	2	1	2	1	2	1	2	1
XIN_ENG_20010630.0056	2	1	1	1	1	1	1	1
AFP_ENG_19970309.0429	2	1	1	1	1	1	1	1
AFP_ENG_20070423.0199	3	3	2	2	2	2	2	2
APW_ENG_20090806.1127	1	1	1	1	1	1	1	1
AFP_ENG_19951108.0116	2	1	1	1	1	1	1	1
CNA_ENG_20100730.0024	1	1	1	1	1	1	1	1
AFP_ENG_19970310.0516	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0254	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0350	1	1	1	1	1	1	1	1
XIN_ENG_19980210.0097	2	1	1	1	1	1	1	1
AFP_ENG_20060618.0158	3	3	3	3	3	3	3	3
AFP_ENG_20070422.0454	2	2	2	2	2	2	2	2
NYT_ENG_19991022.0274	2	1	2	1	2	1	2	1
XIN_ENG_20041119.0220	1	3	1	3	1	3	1	3
AFP_ENG_20070430.0617	2	2	2	2	2	2	2	2
AFP_ENG_20070110.0555	1	1	1	1	1	1	1	1
XIN_ENG_19980221.0200	2	2	2	2	2	2	2	2
APW_ENG_20050601.0204	1	1	1	1	1	1	1	1
XIN_ENG_19980201.0046	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0176	3	3	3	3	3	3	3	3
AFP_ENG_20070413.0548	2	2	2	2	2	2	2	2
CNA_ENG_20101203.0032	1	1	1	1	1	1	1	1
XIN_ENG_20071127.0338	1	1	1	1	1	1	1	1
AFP_ENG_20060615.0091	3	3	3	3	3	3	3	3
LTW_ENG_20060519.0026	2	1	2	1	2	1	2	1
XIN_ENG_20010625.0195	1	1	1	1	1	1	1	1
AFP_ENG_20060626.0338	3	3	3	3	3	3	3	3
APW_ENG_20030511.0043	2	2	2	2	2	2	2	2
APW_ENG_19960528.0584	1	1	1	1	1	1	1	1
LTW_ENG_20060504.0115	2	1	2	1	2	1	2	1
AFP_ENG_19970306.0014	2	2	2	2	2	2	2	2
AFP_ENG_20070117.0480	3	3	3	3	3	3	3	3
AFP_ENG_19960424.0522	1	1	1	1	1	1	1	1
AFP_ENG_20060619.0291	3	3	3	3	3	3	3	3
APW_ENG_20070819.0005	3	3	3	3	3	3	3	3
APW_ENG_19970711.0347	2	3	2	3	2	3	2	3
APW_ENG_19970705.0755	2	2	2	2	2	2	2	2
XIN_ENG_20090221.0033	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0354	1	1	1	1	1	1	1	1
APW_ENG_19980806.1054	2	2	2	2	2	2	2	2
APW_ENG_20090826.0445	1	1	1	1	1	1	1	1
APW_ENG_20030511.0160	1	1	1	1	1	1	1	1
APW_ENG_20070803.1317	1	1	1	1	1	1	1	1
AFP_ENG_20070123.0095	1	1	2	1	1	1	1	1
APW_ENG_20050601.0299	1	1	1	1	1	1	1	1
XIN_ENG_19980202.0117	3	3	3	3	3	3	3	3
AFP_ENG_19970311.0281	1	1	1	1	1	1	1	1
AFP_ENG_20070109.0243	1	1	1	1	1	1	1	1
XIN_ENG_20071121.0117	3	3	3	3	3	3	3	3
APW_ENG_19960524.0795	2	2	2	2	2	2	2	2
LTW_ENG_20060525.0001	2	1	2	1	2	1	2	1
AFP_ENG_19970311.0246	3	3	3	3	3	3	3	3
AFP_ENG_20070424.0359	2	2	2	2	2	2	2	2
AFP_ENG_20070419.0401	1	1	1	1	1	1	1	1
XIN_ENG_20010626.0173	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0334	3	3	3	3	3	3	3	3
AFP_ENG_20070105.0181	2	2	2	2	2	2	2	2
APW_ENG_19970706.0221	2	3	2	3	2	3	2	3
XIN_ENG_20090221.0054	1	1	1	1	1	1	1	1
AFP_ENG_19951129.0375	1	1	1	1	1	1	1	1
APW_ENG_20070805.0671	1	1	1	1	1	1	1	1
APW_ENG_19980831.0815	1	1	1	1	1	1	1	1
APW_ENG_20030514.0658	1	1	1	1	1	1	1	1
XIN_ENG_20010627.0214	2	1	1	1	1	1	1	1
AFP_ENG_20060618.0316	2	2	2	2	2	2	2	2
AFP_ENG_20070111.0071	1	1	1	1	1	1	1	1
NYT_ENG_20100418.0125	2	1	2	1	2	1	2	1
XIN_ENG_19970409.0322	1	3	1	3	1	3	1	3
APW_ENG_20050617.0640	3	3	3	3	3	3	3	3
APW_ENG_20030511.0134	2	1	2	1	2	1	2	1
APW_ENG_19960522.0321	2	2	2	2	2	2	2	2
APW_ENG_19970711.0418	2	2	2	2	2	2	2	2
XIN_ENG_19980221.0081	1	1	2	1	1	1	1	1
AFP_ENG_20060618.0365	2	2	2	1	2	2	2	2
AFP_ENG_20070427.0036	1	1	1	1	1	1	1	1
APW_ENG_19970706.0592	2	2	2	2	2	2	2	2
XIN_ENG_20090219.0419	1	1	2	1	2	1	2	1
AFP_ENG_19970302.0486	2	1	2	2	2	2	2	2
AFP_ENG_20081109.0445	1	1	1	1	1	1	1	1
XIN_ENG_20051129.0354	1	1	1	1	1	1	1	1
APW_ENG_20050629.0154	1	1	1	1	1	1	1	1
APW_ENG_19970706.0691	2	2	2	2	2	2	2	2
XIN_ENG_20090219.0425	2	2	2	2	2	2	2	2
AFP_ENG_19970305.0654	2	1	2	1	1	1	2	1
AFP_ENG_19951117.0334	1	1	1	1	1	1	1	1
APW_ENG_20090806.0500	1	1	1	1	1	1	1	1
APW_ENG_19970710.0304	2	1	2	1	2	1	2	1
APW_ENG_19970705.0770	2	2	2	2	2	2	2	2
XIN_ENG_20080409.0207	1	1	1	1	1	1	1	1
AFP_ENG_19951130.0210	2	1	1	1	1	1	1	1
AFP_ENG_19970311.0640	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0450	1	1	1	1	1	1	1	1
AFP_ENG_20070419.0449	2	2	2	2	2	2	2	2
XIN_ENG_20010627.0160	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0424	1	1	1	1	1	1	1	1
AFP_ENG_20070105.0228	3	3	3	3	3	3	3	3
APW_ENG_19970706.0941	2	2	2	2	2	2	2	2
XIN_ENG_20090221.0094	2	2	2	2	2	2	2	2
AFP_ENG_19951129.0435	2	1	1	1	2	1	2	1
NYT_ENG_20100405.0024	3	3	3	3	3	3	3	3
AFP_ENG_20081115.0524	1	1	1	1	1	1	1	1
APW_ENG_20050626.0021	1	1	1	1	1	1	1	1
APW_ENG_19980825.0813	2	2	2	2	2	2	2	2
XIN_ENG_19980224.0002	1	1	1	1	1	1	1	1
APW_ENG_20030514.0465	1	1	1	1	1	1	1	1
APW_ENG_20070806.0156	2	1	2	1	2	1	2	1
APW_ENG_20090804.0720	1	1	1	1	1	1	1	1
APW_ENG_20050613.0929	2	1	2	1	2	2	2	1
AFP_ENG_19951126.0070	1	1	1	1	2	1	1	1
APW_ENG_20090812.1134	1	1	1	1	1	1	1	1
APW_ENG_19970711.0596	3	3	3	3	3	3	3	3
APW_ENG_19970707.0084	3	3	2	2	2	2	2	2
XIN_ENG_20090211.0244	1	1	1	1	1	1	1	1
AFP_ENG_20060624.0324	2	1	2	1	2	1	2	1
AFP_ENG_20070115.0013	3	3	3	3	3	3	3	3
XIN_ENG_19980223.0081	1	1	1	1	1	1	1	1
APW_ENG_20050601.0551	1	1	1	1	1	1	1	1
XIN_ENG_19980212.0263	1	1	2	1	1	1	1	1
AFP_ENG_19970304.0109	1	1	1	1	1	1	1	1
AFP_ENG_20070428.0491	2	2	2	2	2	2	2	2
AFP_ENG_20070424.0331	3	3	3	3	3	3	3	3
APW_ENG_20070820.0314	3	3	3	3	3	3	3	3
APW_ENG_19970706.0039	1	1	1	1	1	1	1	1
LTW_ENG_20031202.0068	2	2	2	1	2	1	2	1
XIN_ENG_19970401.0076	1	1	2	1	2	1	2	1
APW_ENG_20030514.0742	1	1	1	1	1	1	1	1
XIN_ENG_19980205.0010	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0425	2	2	2	2	2	2	2	2
AFP_ENG_20070417.0240	1	1	1	1	1	1	1	1
LTW_ENG_20060523.0009	1	1	1	1	2	1	1	1
XIN_ENG_20010630.0042	2	2	2	2	2	2	2	2
AFP_ENG_19970302.0151	1	1	1	1	1	1	1	1
LTW_ENG_20080521.0114	2	1	2	1	2	1	2	1
AFP_ENG_20081107.0398	1	1	1	1	1	1	1	1
CNA_ENG_20010312.0016	2	1	1	1	2	1	2	1
CNA_ENG_20100705.0033	2	1	2	1	2	1	2	1
XIN_ENG_20010627.0009	2	2	2	2	2	2	2	2
AFP_ENG_20060624.0355	2	3	2	3	2	3	2	3
AFP_ENG_20060618.0122	2	1	1	1	1	1	1	1
APW_ENG_20070826.0367	1	1	1	1	1	1	1	1
APW_ENG_19970711.0673	1	1	1	1	1	1	1	1
AFP_ENG_19970312.0384	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0539	2	2	2	2	2	2	2	2
AFP_ENG_19960424.0615	1	1	1	1	1	1	1	1
AFP_ENG_19970307.0414	1	1	1	1	1	1	1	1
AFP_ENG_20070424.0220	3	3	3	3	3	3	3	3
AFP_ENG_19960424.0612	1	1	1	1	1	1	1	1
NYT_ENG_19980908.0407	2	3	2	1	2	1	2	1
AFP_ENG_20060621.0700	2	1	2	1	2	1	2	1
AFP_ENG_20070419.0517	1	1	1	1	1	1	1	1
XIN_ENG_19980205.0190	1	1	1	1	2	1	1	1
AFP_ENG_19970311.0533	1	1	1	1	1	1	1	1
AFP_ENG_20070110.0060	1	1	1	1	1	1	1	1
NYT_ENG_19961202.0589	2	1	2	1	2	1	2	1
AFP_ENG_19960402.0421	1	1	2	1	1	1	1	1
APW_ENG_19970711.0687	2	3	2	3	2	3	2	3
XIN_ENG_19980213.0240	1	1	1	1	1	1	1	1
AFP_ENG_20060618.0496	1	1	1	1	1	1	1	1
AFP_ENG_20070423.0035	1	1	1	1	1	1	1	1
NYT_ENG_19991028.0179	2	3	3	1	3	2	3	0
XIN_ENG_20041106.0042	1	1	1	1	2	1	1	1
AFP_ENG_20070109.0080	3	3	3	3	3	3	3	3
AFP_ENG_20060616.0698	1	1	1	1	1	1	1	1
APW_ENG_19980824.0400	1	1	1	1	1	1	1	1
APW_ENG_19970706.0183	2	2	2	2	2	2	2	2
XIN_ENG_19980210.0161	2	2	2	2	2	2	2	2
AFP_ENG_20070425.0170	1	1	1	1	1	1	1	1
AFP_ENG_19960430.0416	2	2	2	2	1	1	2	2
APW_ENG_19980823.1072	2	2	2	2	2	2	2	2
AFP_ENG_20081111.0243	2	1	2	1	2	1	2	1
APW_ENG_20050620.0409	1	1	2	1	2	1	2	1
NYT_ENG_20080802.0122	2	1	2	1	2	1	2	1
XIN_ENG_19970415.0047	1	1	1	1	2	1	1	1
APW_ENG_20050627.0290	1	1	1	1	1	1	1	1
AFP_ENG_20081106.0814	2	1	1	1	1	1	1	1
AFP_ENG_19951109.0329	1	1	1	1	1	1	1	1
CNA_ENG_20011205.0004	1	1	1	1	1	1	1	1
AFP_ENG_20060619.0463	1	1	1	1	1	1	1	1
APW_ENG_20070809.0143	1	1	2	1	2	1	2	1
LTW_ENG_20060804.0021	2	3	2	3	2	3	2	3
APW_ENG_19980825.0398	2	2	2	2	2	2	2	2
XIN_ENG_19980216.0116	3	3	3	3	3	3	3	3
APW_ENG_20050622.0878	2	1	2	1	2	1	2	1
NYT_ENG_19961225.0291	2	3	2	3	2	3	2	3
APW_ENG_19960526.0496	3	3	2	1	2	1	2	1
LTW_ENG_20060525.0062	2	1	2	1	2	2	2	1
AFP_ENG_20081129.0135	1	1	1	1	1	1	1	1
AFP_ENG_19960412.0010	1	1	1	1	1	1	1	1
LTW_ENG_20060811.0005	3	3	3	3	3	3	3	3
XIN_ENG_20051113.0134	2	2	2	2	2	2	2	2
AFP_ENG_19951106.0470	1	1	1	1	1	1	1	1
CNA_ENG_20091028.0015	1	1	1	1	1	1	1	1
XIN_ENG_19980216.0062	2	1	1	1	2	1	2	1
XIN_ENG_19970418.0078	2	2	2	2	2	2	2	2
APW_ENG_20030501.0283	2	1	2	1	2	1	2	1
NYT_ENG_19991003.0634	2	3	2	3	2	3	2	3
