id	lead1_worker1	full_worker1	lead1_worker2	full_worker2	lead1_worker3	full_worker3	lead1_result	full_result
APW_ENG_20050622.0878	2	1	2	1	2	1	2	1
AFP_ENG_19960412.0010	1	1	1	1	1	1	1	1
AFP_ENG_19951106.0470	1	1	1	1	1	1	1	1
CNA_ENG_20091028.0015	1	1	1	1	1	1	1	1
XIN_ENG_19980216.0062	2	1	1	1	2	1	2	1
XIN_ENG_19970418.0078	2	2	2	2	2	2	2	2
APW_ENG_20030501.0283	2	1	2	1	2	1	2	1
NYT_ENG_19991003.0634	2	3	2	3	2	3	2	3
XIN_ENG_20041102.0124	1	1	1	1	1	1	1	1
APW_ENG_20050617.0063	1	1	1	1	1	1	1	1
XIN_ENG_20010619.0317	2	1	1	1	2	1	2	1
AFP_ENG_19970303.0421	1	1	1	1	1	1	1	1
APW_ENG_20090807.0101	2	1	1	1	1	1	1	1
CNA_ENG_20011206.0018	1	1	1	1	1	1	1	1
NYT_ENG_19961212.0481	2	1	2	1	2	2	2	1
AFP_ENG_20081126.0782	1	3	1	3	1	3	1	3
LTW_ENG_20060504.0048	1	3	1	3	1	3	1	3
XIN_ENG_20051123.0314	1	1	1	1	1	1	1	1
APW_ENG_20030511.0501	2	1	2	1	2	1	2	1
APW_ENG_20070821.0479	1	1	1	1	1	1	1	1
XIN_ENG_20010626.0123	1	1	1	1	1	1	1	1
CNA_ENG_20100707.0006	1	1	1	1	1	1	1	1
XIN_ENG_20010628.0076	1	3	1	3	1	3	1	3
AFP_ENG_20060626.0077	1	1	1	1	1	1	1	1
XIN_ENG_20071128.0216	1	1	1	1	1	1	1	1
AFP_ENG_19960404.0460	1	1	1	1	1	1	1	1
LTW_ENG_20060805.0129	2	1	2	1	2	1	2	1
AFP_ENG_19960401.0263	1	1	1	1	1	1	1	1
LTW_ENG_20060505.0132	1	1	1	1	1	1	1	1
NYT_ENG_20050504.0016	2	1	2	1	2	1	2	1
AFP_ENG_20081111.0192	1	1	1	1	1	1	1	1
XIN_ENG_19970408.0122	2	1	2	1	2	1	2	1
APW_ENG_20041204.0064	2	1	1	1	2	1	2	1
AFP_ENG_20070115.0176	3	3	3	3	3	3	3	3
XIN_ENG_20051123.0019	1	1	2	1	1	1	1	1
APW_ENG_20050625.0316	3	3	3	3	3	3	3	3
AFP_ENG_20081114.0161	1	1	1	1	1	1	1	1
AFP_ENG_19951103.0482	2	1	2	1	2	1	2	1
LTW_ENG_20060820.0034	2	1	2	1	2	1	2	1
NYT_ENG_19961210.0271	1	1	1	1	1	1	1	1
APW_ENG_19970710.0823	1	1	1	1	1	1	1	1
LTW_ENG_20060506.0109	1	1	1	1	1	1	1	1
AFP_ENG_20060630.0446	3	3	3	3	3	3	3	3
AFP_ENG_20060621.0561	1	1	1	1	1	1	1	1
APW_ENG_19980822.0263	2	2	2	2	2	2	2	2
AFP_ENG_19951107.0374	1	1	1	1	1	1	1	1
LTW_ENG_20060525.0146	1	1	1	1	1	1	1	1
NYT_ENG_20080817.0184	2	3	2	3	2	3	2	3
APW_ENG_20050613.0705	1	1	1	1	1	1	1	1
XIN_ENG_20080401.0117	1	1	1	1	1	1	1	1
APW_ENG_20090807.0547	1	1	1	1	1	1	1	1
CNA_ENG_20100728.0031	1	1	1	1	1	1	1	1
XIN_ENG_20080401.0203	1	1	1	1	1	1	1	1
CNA_ENG_20011208.0012	1	1	1	1	1	1	1	1
CNA_ENG_20100727.0026	1	1	1	1	1	1	1	1
APW_ENG_20070827.0714	1	1	1	1	2	1	1	1
NYT_ENG_19980909.0446	1	1	2	1	2	1	2	1
AFP_ENG_19970326.0344	1	1	2	1	1	1	1	1
AFP_ENG_19951110.0095	2	1	2	1	2	1	2	1
LTW_ENG_20060531.0150	1	1	1	1	1	1	1	1
XIN_ENG_20071105.0424	1	1	1	1	1	1	1	1
